"Location Properties"
"Location Name = Pressure Transducer"
"Location ID = 5679063059922944"
"Latitude = 37.24039316383645 °"
"Longitude = -80.4825972028528 °"
"Time shown in UTC"
""
""
"Date Time","Depth (m)","Pressure (cm H₂O)","Temperature (C)"
"2020-05-01 10:00:00.000","9.814560000000002","991.3281053973599","10.11"
"2020-05-01 10:15:00.000","9.814560000000002","992.0311749756559","10.13"
"2020-05-01 10:30:00.000","9.814560000000002","992.0311749756559","10.16"
"2020-05-01 10:45:00.000","9.817608","992.0311749756559","10.19"
"2020-05-01 11:00:00.000","9.820656","992.0311749756559","10.23"
"2020-05-01 11:15:00.000","9.820656","992.7342445539518","10.25"
"2020-05-01 11:30:00.000","9.823704","992.7342445539518","10.27"
"2020-05-01 11:45:00.000","9.823704","992.7342445539518","10.29"
"2020-05-01 12:00:00.000","9.823704","992.7342445539518","10.3"
"2020-05-01 12:15:00.000","9.823704","992.7342445539518","10.32"
"2020-05-01 12:30:00.000","9.823704","992.7342445539518","10.35"
"2020-05-01 12:45:00.000","9.820656","992.7342445539518","10.39"
"2020-05-01 13:00:00.000","9.820656","992.7342445539518","10.44"
"2020-05-01 13:15:00.000","9.814560000000002","992.7342445539518","10.5"
"2020-05-01 13:30:00.000","9.814560000000002","992.7342445539518","10.57"
"2020-05-01 13:45:00.000","9.814560000000002","992.7342445539518","10.64"
"2020-05-01 14:00:00.000","9.811512","992.0311749756559","10.7"
"2020-05-01 14:15:00.000","9.811512","992.0311749756559","10.76"
"2020-05-01 14:30:00.000","9.811512","992.7342445539518","10.82"
"2020-05-01 14:45:00.000","9.811512","992.7342445539518","10.87"
"2020-05-01 15:00:00.000","9.814560000000002","992.7342445539518","10.92"
"2020-05-01 15:15:00.000","9.817608","992.7342445539518","10.96"
"2020-05-01 15:30:00.000","9.820656","993.4373141322479","10.98"
"2020-05-01 15:45:00.000","9.820656","993.4373141322479","10.99"
"2020-05-01 16:00:00.000","9.820656","993.4373141322479","10.99"
"2020-05-01 16:15:00.000","9.820656","993.4373141322479","10.99"
"2020-05-01 16:30:00.000","9.820656","993.4373141322479","10.98"
"2020-05-01 16:45:00.000","9.820656","993.4373141322479","10.96"
"2020-05-01 17:00:00.000","9.823704","993.4373141322479","10.94"
"2020-05-01 17:15:00.000","9.826752","993.4373141322479","10.92"
"2020-05-01 17:30:00.000","9.8298","994.1403837105439","10.91"
"2020-05-01 17:45:00.000","9.8298","994.1403837105439","10.89"
"2020-05-01 18:00:00.000","9.832848","994.1403837105439","10.87"
"2020-05-01 18:15:00.000","9.835896000000002","994.8434532888399","10.85"
"2020-05-01 18:30:00.000","9.838944000000001","994.8434532888399","10.83"
"2020-05-01 18:45:00.000","9.838944000000001","994.8434532888399","10.81"
"2020-05-01 19:00:00.000","9.841992","994.8434532888399","10.79"
"2020-05-01 19:15:00.000","9.84504","995.5465228671359","10.76"
"2020-05-01 19:30:00.000","9.84504","995.5465228671359","10.74"
"2020-05-01 19:45:00.000","9.848088","995.5465228671359","10.71"
"2020-05-01 20:00:00.000","9.851136","995.5465228671359","10.7"
"2020-05-01 20:15:00.000","9.851136","995.5465228671359","10.67"
"2020-05-01 20:30:00.000","9.854184","996.249592445432","10.65"
"2020-05-01 20:45:00.000","9.854184","996.249592445432","10.63"
"2020-05-01 21:00:00.000","9.854184","996.249592445432","10.61"
"2020-05-01 21:15:00.000","9.857232000000002","996.249592445432","10.59"
"2020-05-01 21:30:00.000","9.860280000000001","996.952662023728","10.57"
"2020-05-01 21:45:00.000","9.860280000000001","996.249592445432","10.55"
"2020-05-01 22:00:00.000","9.860280000000001","996.952662023728","10.54"
"2020-05-01 22:15:00.000","9.863328000000001","996.952662023728","10.51"
"2020-05-01 22:30:00.000","9.866375999999999","996.952662023728","10.5"
"2020-05-01 22:45:00.000","9.866375999999999","996.952662023728","10.49"
"2020-05-01 23:00:00.000","9.866375999999999","996.952662023728","10.47"
"2020-05-01 23:15:00.000","9.866375999999999","997.6557316020239","10.46"
"2020-05-01 23:30:00.000","9.869424","997.6557316020239","10.45"
"2020-05-01 23:45:00.000","9.869424","996.952662023728","10.44"
"2020-05-02 00:00:00.000","9.866375999999999","997.6557316020239","10.43"
"2020-05-02 00:15:00.000","9.866375999999999","996.952662023728","10.41"
"2020-05-02 00:30:00.000","9.869424","996.952662023728","10.41"
"2020-05-02 00:45:00.000","9.869424","997.6557316020239","10.39"
"2020-05-02 01:00:00.000","9.866375999999999","996.952662023728","10.38"
"2020-05-02 01:15:00.000","9.866375999999999","996.952662023728","10.37"
"2020-05-02 01:30:00.000","9.866375999999999","996.952662023728","10.35"
"2020-05-02 01:45:00.000","9.866375999999999","996.952662023728","10.34"
"2020-05-02 02:00:00.000","9.863328000000001","996.952662023728","10.32"
"2020-05-02 02:15:00.000","9.863328000000001","996.952662023728","10.29"
"2020-05-02 02:30:00.000","9.866375999999999","996.952662023728","10.27"
"2020-05-02 02:45:00.000","9.863328000000001","996.952662023728","10.24"
"2020-05-02 03:00:00.000","9.866375999999999","996.952662023728","10.2"
"2020-05-02 03:15:00.000","9.866375999999999","996.952662023728","10.16"
"2020-05-02 03:30:00.000","9.866375999999999","996.952662023728","10.12"
"2020-05-02 03:45:00.000","9.866375999999999","996.952662023728","10.08"
"2020-05-02 04:00:00.000","9.869424","996.952662023728","10.03"
"2020-05-02 04:15:00.000","9.872472","996.952662023728","9.99"
"2020-05-02 04:30:00.000","9.872472","996.952662023728","9.95"
"2020-05-02 04:45:00.000","9.869424","996.952662023728","9.91"
"2020-05-02 05:00:00.000","9.872472","996.952662023728","9.87"
"2020-05-02 05:15:00.000","9.87552","996.952662023728","9.85"
"2020-05-02 05:30:00.000","9.87552","997.6557316020239","9.82"
"2020-05-02 05:45:00.000","9.881616000000001","997.6557316020239","9.79"
"2020-05-02 06:00:00.000","9.881616000000001","998.3588011803199","9.77"
"2020-05-02 06:15:00.000","9.884664","998.3588011803199","9.75"
"2020-05-02 06:30:00.000","9.887712","998.3588011803199","9.72"
"2020-05-02 06:45:00.000","9.887712","999.061870758616","9.7"
"2020-05-02 07:00:00.000","9.893808","999.061870758616","9.68"
"2020-05-02 07:15:00.000","9.893808","999.061870758616","9.66"
"2020-05-02 07:30:00.000","9.896856","999.061870758616","9.65"
"2020-05-02 07:45:00.000","9.896856","999.764940336912","9.64"
"2020-05-02 08:00:00.000","9.899904","999.764940336912","9.64"
"2020-05-02 08:15:00.000","9.899904","999.764940336912","9.64"
